Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status
37,1,Associates degree (Vocational),Full-Time,52,Medical (except Hospitals),Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
61,0,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
65,1,College,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Nonfiler
16,1,High Freshman,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
69,1,College,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Nonfiler
49,1,Elementary(1-6),Children or Armed Forces,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, Mexican (Mexicano),Single,Other relative of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Single
19,1,High,Full-Time,52,Retail,Sales,White, All other,Single,Child 18 or older,Native,US,US,US,Single
43,1,College,Children or Armed Forces,52,Medical (except Hospitals),Admin Support (include Clerical),White, All other,Divorced,Child 18 or older,Native,US,US,US,Single
11,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Other relative of householder,Native,US,US,US,Nonfiler
13,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Single,Child under 18 never married,Native,US,North America,US,Nonfiler
42,1,High,Children or Armed Forces,52,Manufacturing (Non-durable),Handlers/Cleaners,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
23,1,Bachelors degree,Children or Armed Forces,52,Wholesale,Sales,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
32,1,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,Black, All other,Single,Householder,Native,US,US,US,Single
48,1,High,Children or Armed Forces,52,Hospitals,Professional,Black, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
36,1,Bachelors degree,Full-Time,52,Retail,Professional,White, All other,Single,Householder,Native,US,US,US,Single
40,0,Elementary(1-6),Full-Time,52,Manufacturing (Non-durable),Machine Operators & Inspectors,White, Central or South American,Separated,Other relative of householder,Foreign-born (Non-US Citizen),South America,South America,South America,Single
35,0,Professional degree,Children or Armed Forces,6,Medical (except Hospitals),Services,White, All other,Married,Other relative of householder,Foreign-born (Non-US Citizen),US,US,US,Married Filling Jointly both under 65 (MFJ)
45,0,Bachelors degree,Full-Time,51,Transportation,Management,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
46,0,Bachelors degree,Full-Time,52,Agriculture,Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
29,1,High,Children or Armed Forces,35,Personal Services (except Private Household),Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
28,0,High,Children or Armed Forces,52,Retail,Services,White, All other,Single,Householder,Native,US,US,US,Single
37,1,College,Full-Time,52,Manufacturing (Non-durable),Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
28,1,College,Children or Armed Forces,52,Wholesale,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
80,1,Masters degree,Not Working,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Single
41,1,High,Children or Armed Forces,15,Not in universe or children,Unknown,White, All other,Single,Child 18 or older,Native,US,US,US,Head of Household (HOH)
32,1,Bachelors degree,Children or Armed Forces,8,Personal Services (except Private Household),Management,White, Other Spanish,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
40,0,High,Choice Part-Time,52,Wholesale,Sales,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
40,1,Associates degree (Vocational),Children or Armed Forces,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
23,1,College,Children or Armed Forces,0,Manufacturing (Non-durable),Machine Operators & Inspectors,Black, All other,Single,Householder,Native,US,US,US,Head of Household (HOH)
67,0,High,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Nonfiler
48,0,High,Full-Time,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
8,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
24,1,High,Children or Armed Forces,28,Education,Transportation,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
16,0,High Freshman,Not Working,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
34,0,College,Full-Time,52,Utilities & Sanitary,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
39,1,Bachelors degree,Full-Time,50,Hospitals,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
19,1,High,Children or Armed Forces,52,Not in universe or children,Unknown,White, All other,Married,Other relative of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
30,1,College,Seeking Part-Time,50,Private Household Services,Private Household Services,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
45,1,High,Children or Armed Forces,52,Finance Insurance & Real Estate,Admin Support (include Clerical),White, All other,Widowed,Householder,Native,US,US,US,Single
68,0,High,Children or Armed Forces,52,Retail,Sales,White, All other,Married,Householder,Native,US,Europe,US,Married Filling Jointly one over 65 & one under 65 (MFJ)
58,1,College,Not Working,0,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
49,1,Bachelors degree,Full-Time,52,Other professional services,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
33,0,Bachelors degree,Children or Armed Forces,52,Retail,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
45,0,Bachelors degree,Full-Time,38,Retail,Sales,White, Mexican-American,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
33,0,Associates degree (Academic),Full-Time,52,Business & Repair,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
47,1,College,Not Working,52,Not in universe or children,Unknown,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
24,0,College,Children or Armed Forces,50,Personal Services (except Private Household),Sales,White, All other,Single,Nonrelative of householder,Native,US,US,US,Single
3,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, Mexican-American,Single,Child under 18 never married,Native,US,US,US,Nonfiler
61,0,High,Full-Time,52,Agriculture,Farming & Forestry & Fishing,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
29,0,Bachelors degree,Children or Armed Forces,52,Finance Insurance & Real Estate,Management,White, All other,Married,Householder,Native (Born Abroad),Europe,US,US,Married Filling Jointly both under 65 (MFJ)
51,1,College,Full-Time,26,Entertainment,Sales,White, All other,Divorced,Other relative of householder,Native,US,US,US,Single
80,0,College,Children or Armed Forces,0,Not in universe or children,Unknown,Asian/Pacific, All other,Married,Householder,Foreign-born (Naturalized US Citizen),Asia,Asia,Asia,Married Filling Jointly both over 65 (MFJ)
16,0,High Freshman,Full-Time,26,Retail,Services,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
7,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,Black, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
44,0,High,Children or Armed Forces,52,Medical (except Hospitals),Services,Black, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
44,0,Middle (7-8),Choice Part-Time,52,Entertainment,Services,White, Mexican (Mexicano),Single,Other relative of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Single
52,0,High,Full-Time,52,Construction,Handlers/Cleaners,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
69,0,Professional degree,Full-Time,52,Education,Professional,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly one over 65 & one under 65 (MFJ)
40,0,High,Not Working,28,Not in universe or children,Unknown,White, All other,Single,Child 18 or older,Native,US,US,US,Single
71,1,High,Not Working,0,Not in universe or children,Unknown,White, All other,Widowed,Householder,Native,US,US,US,Single
31,1,Bachelors degree,Children or Armed Forces,52,Finance Insurance & Real Estate,Technicians & Support,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
51,0,High,Children or Armed Forces,52,Agriculture,Farming & Forestry & Fishing,White, Other Spanish,Single,Group Quarters- Secondary individual,Foreign-born (Non-US Citizen),US,US,US,Single
55,0,High,Children or Armed Forces,52,Manufacturing (Durable),Craft & Repair,White, All other,Married,Householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
23,0,College,Children or Armed Forces,52,Entertainment,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Single
36,1,High,Children or Armed Forces,52,Manufacturing (Durable),Machine Operators & Inspectors,White, All other,Divorced,Householder,Native,US,US,US,Head of Household (HOH)
25,0,High,Full-Time,52,Construction,Craft & Repair,White, All other,Single,Child 18 or older,Native,US,US,US,Single
33,0,College,Full-Time,52,Utilities & Sanitary,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
19,1,College,Full-Time,2,Social Services,Services,White, All other,Single,Child 18 or older,Native,US,US,US,Nonfiler
7,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
40,1,Associates degree (Vocational),Full-Time,52,Hospitals,Professional,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
25,1,High,Part-Time (Usually Part-Time),50,Manufacturing (Non-durable),Machine Operators & Inspectors,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
4,0,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
30,0,College,Full-Time,52,Construction,Craft & Repair,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
30,1,High Freshman,Choice Part-Time,52,Education,Services,White, Puerto Rican,Divorced,Householder,Native,US,North America,North America,Head of Household (HOH)
25,0,High,Full-Time,52,Public Administration,Technicians & Support,White, Mexican-American,Single,Child 18 or older,Native,US,North America,North America,Single
52,1,High,Children or Armed Forces,35,Retail,Farming & Forestry & Fishing,White, All other,Married,Spouse of householder,Native,US,US,US,Married Filling Jointly both under 65 (MFJ)
33,0,High,Full-Time,52,Manufacturing (Non-durable),Craft & Repair,White, All other,Married,Householder,Native,US,Europe,Europe,Married Filling Jointly both under 65 (MFJ)
4,1,Baby,Children or Armed Forces,0,Not in universe or children,Unknown,White, All other,Single,Child under 18 never married,Native,US,US,US,Nonfiler
35,0,High Freshman,Children or Armed Forces,0,Not in universe or children,Unknown,White, Central or South American,Married,Spouse of householder,Foreign-born (Non-US Citizen),North America,North America,North America,Married Filling Jointly both under 65 (MFJ)
